president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,Voters,4/30/2020,3/22/2020,1/20/2020,YouGov,B-,773,rv,0.10632013,0,45,54,44.27513,53.554317,,,https://docs.cdn.yougov.com/yedpqi71we/tabs_Trump_Tweets_20200322.pdf,64974,120462,3/24/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,3/22/2020,1/20/2020,YouGov,B-,1170,rv,0.16092439,0,47,51,46.27513,50.554317,,,https://docs.cdn.yougov.com/bfiid7tfh3/econTabReport.pdf,64980,120476,3/25/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,3/23/2020,1/19/2020,YouGov,B-,768,rv,0.10594859,0,46,52,45.27513,51.554317,,,https://docs.cdn.yougov.com/0viw0g2op4/tabs_Trump_Tweets_20200323.pdf,64983,120496,3/25/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,3/24/2020,1/19/2020,YouGov,B-,753,rv,0.10421168,0,44,53,43.27513,52.554317,,,https://docs.cdn.yougov.com/ewf3ie53zx/tabs_Trump_Tweets_20200324.pdf,64999,120536,3/26/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,3/25/2020,1/19/2020,YouGov,B-,761,rv,0.10567592,0,44,56,43.27513,55.554317,,,https://docs.cdn.yougov.com/k039bctlqv/tabs_Trump_Tweets_20200325.pdf,65007,120552,3/27/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,3/25/2020,1/19/2020,YouGov,B-,1170,rv,0.16247153,0,44,54,43.27513,53.554317,,,https://today.yougov.com/topics/politics/articles-reports/2020/03/30/yahoo-newsyougov-most-americans-heard-lot-about-pr,65013,121417,4/9/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,3/26/2020,1/19/2020,YouGov,B-,746,rv,0.10462159,0,44,54,43.27513,53.554317,,,https://docs.cdn.yougov.com/wqzwg5aoml/tabs_Trump_Tweets_20200326.pdf,65016,120580,3/29/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,3/28/2020,1/19/2020,YouGov,B-,741,rv,0.10416853,0,45,53,44.27513,52.554317,,,https://docs.cdn.yougov.com/fi73hsbq77/tabs_Trump_Tweets_20200328.pdf,65038,120655,3/31/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,3/29/2020,1/18/2020,YouGov,B-,1194,rv,0.16730625,0.00107039,47,50,46.27513,49.554317,,,https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf,65045,120680,4/1/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,3/29/2020,1/16/2020,YouGov,B-,781,rv,0.10943566,0.00070015,46,53,45.27513,52.554317,,,https://docs.cdn.yougov.com/zgcsghulan/tabs_Trump_Tweets_20200329.pdf,65040,120658,3/31/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,3/30/2020,1/16/2020,YouGov,B-,760,rv,0.10728037,0.00136599,47,52,46.27513,51.554317,,,https://docs.cdn.yougov.com/5hqmcb2owd/tabs_Trump_Tweets_20200330.pdf,65047,120697,4/1/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,3/31/2020,1/16/2020,YouGov,B-,761,rv,0.10827636,0.0020584,44,54,43.27513,53.554317,,,https://docs.cdn.yougov.com/86f6ti6ctn/tabs_Trump_Tweets_20200331.pdf,65059,120726,4/2/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/1/2020,1/15/2020,YouGov,B-,751,rv,0.10776592,0.00272187,47,51,46.27513,50.554317,,,https://docs.cdn.yougov.com/wd8sr4zf3c/tabs_Trump_Tweets_20200401.pdf,65670,121348,4/5/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/2/2020,1/15/2020,YouGov,B-,722,rv,0.10394521,0.00328307,45,53,44.27513,52.554317,,,https://docs.cdn.yougov.com/g9ywn5ivba/tabs_Trump_Tweets_20200402.pdf,65671,121350,4/5/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/3/2020,1/15/2020,YouGov,B-,761,rv,0.10936165,0.00417111,44,54,43.27513,53.554317,,,https://docs.cdn.yougov.com/3gyy535sk2/tabs_Trump_Tweets_20200403.pdf,65672,121352,4/5/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/4/2020,1/14/2020,YouGov,B-,743,rv,0.10661102,0.00477657,44,55,43.27513,54.554317,,,https://docs.cdn.yougov.com/2maoidj6z2/tabs_Trump_Tweets_20200404.pdf,65677,121358,4/6/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/5/2020,1/14/2020,YouGov,B-,793,rv,0.113625,0.00586232,43,54,42.27513,53.554317,,,https://docs.cdn.yougov.com/gekugap92v/tabs_Trump_Tweets_20200405.pdf,65695,121414,4/9/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/5/2020,1/14/2020,YouGov,B-,1147,rv,0.16434789,0.00847929,45,53,44.27513,52.554317,,,https://docs.cdn.yougov.com/ogvntw3mu9/econTabReport.pdf,65691,121386,4/8/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/6/2020,1/14/2020,YouGov,B-,775,rv,0.1115332,0.0065084,43,53,42.27513,52.554317,,,https://docs.cdn.yougov.com/38z7i3o4q3/tabs_Trump_Tweets_20200406.pdf,65696,121416,4/9/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/7/2020,1/13/2020,YouGov,B-,750,rv,0.10847339,0.00707405,44,54,43.27513,53.554317,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/d56cp87ail/tabs_Trump_Tweets_20200407.pdf,65721,121473,4/10/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/8/2020,1/13/2020,YouGov,B-,787,rv,0.11477687,0.00979027,47,51,46.27513,50.554317,,,https://docs.cdn.yougov.com/dz4fseogm9/tabs_Trump_Tweets_20200408.pdf,65720,121471,4/10/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/9/2020,1/12/2020,YouGov,B-,722,rv,0.10573497,0.01117662,43,54,42.27513,53.554317,,,https://docs.cdn.yougov.com/ppndbs5ycd/tabs_Trump_Tweets_20200409.pdf,65727,121488,4/12/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/10/2020,1/12/2020,YouGov,B-,733,rv,0.10727115,0.01361722,44,54,43.27513,53.554317,,,https://docs.cdn.yougov.com/olq9cv0vhy/tabs_Trump_Tweets_20200410.pdf,65730,121492,4/13/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/11/2020,1/12/2020,YouGov,B-,759,rv,0.11108106,0.01650599,44,54,43.27513,53.554317,,,https://docs.cdn.yougov.com/y91oxx6cda/tabs_Trump_Tweets_20200411.pdf,65732,121495,4/13/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/12/2020,1/12/2020,YouGov,B-,1166,rv,0.17082715,0.02915719,45,53,44.27513,52.554317,,,https://docs.cdn.yougov.com/6fdl23u606/econTabReport.pdf,65756,121544,4/15/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/12/2020,1/11/2020,YouGov,B-,766,rv,0.11222436,0.01915472,45,53,44.27513,52.554317,,,https://docs.cdn.yougov.com/r3jaxa3owe/tabs_Trump_Tweets_20200412.pdf,65749,121532,4/14/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/13/2020,1/11/2020,YouGov,B-,719,rv,0.1066945,0.02045812,45,53,44.27513,52.554317,,,https://docs.cdn.yougov.com/d23o0y6afi/tabs_Trump_Tweets_20200413.pdf,65771,121584,4/16/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/14/2020,1/11/2020,YouGov,B-,749,rv,0.11266903,0.02400287,46,53,45.27513,52.554317,,,https://docs.cdn.yougov.com/5bycpi03tb/tabs_Trump_Tweets_20200414.pdf,65774,121595,4/16/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/15/2020,1/10/2020,YouGov,B-,743,rv,0.11338514,0.02660773,45,55,44.27513,54.554317,,,https://docs.cdn.yougov.com/ngr7x045yn/tabs_Trump_Tweets_20200415.pdf,65784,121614,4/20/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/16/2020,1/9/2020,YouGov,B-,734,rv,0.11303164,0.02912976,44,53,43.27513,52.554317,,,https://docs.cdn.yougov.com/uj64x3rf45/tabs_Trump_Tweets_20200416.pdf,65785,121616,4/20/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/17/2020,1/8/2020,YouGov,B-,720,rv,0.11143535,0.0315114,45,53,44.27513,52.554317,,,https://docs.cdn.yougov.com/32311qtqi8/tabs_Trump_Tweets_20200417.pdf,65786,121618,4/20/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/18/2020,1/8/2020,YouGov,B-,749,rv,0.11667128,0.04110219,45,54,44.27513,53.554317,,,https://docs.cdn.yougov.com/bfgckqxxt9/tabs_Trump_Tweets_20200418.pdf,65787,121620,4/20/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/19/2020,1/8/2020,YouGov,B-,1144,rv,0.18012066,0.07573526,46,51,45.27513,50.554317,,,https://docs.cdn.yougov.com/pwwefjdnsp/econTabReport.pdf,65823,121721,4/22/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/19/2020,1/7/2020,YouGov,B-,789,rv,0.12422658,0.0522335,44,53,43.27513,52.554317,,,https://docs.cdn.yougov.com/2h1a5c6lp5/tabs_Trump_Tweets_20200419.pdf,65859,121886,4/22/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/20/2020,1/7/2020,YouGov,B-,782,rv,0.12630884,0.06137941,46,52,45.27513,51.554317,,,https://docs.cdn.yougov.com/qkzpksoyjc/tabs_Trump_Tweets_20200420.pdf,65866,121905,4/22/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/21/2020,1/7/2020,YouGov,B-,725,rv,0.1207334,0.06649168,47,51,46.27513,50.554317,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yx21n0029f/tabs_Trump_Tweets_20200421.pdf,65917,122107,4/24/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/22/2020,1/7/2020,YouGov,B-,726,rv,0.12524249,0.07702891,45,51,44.27513,50.554317,,,https://docs.cdn.yougov.com/wavd6nugts/tabs_Trump_Tweets_20200422.pdf,65916,122105,4/24/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/23/2020,1/6/2020,YouGov,B-,772,rv,0.13861055,0.09410909,45,52,44.27513,51.554317,,,https://docs.cdn.yougov.com/c362kp8q0u/tabs_Trump_Tweets_20200423.pdf,65932,122139,4/28/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/24/2020,1/6/2020,YouGov,B-,723,rv,0.13525352,0.10052226,43,57,42.27513,56.554317,,,https://docs.cdn.yougov.com/yt9phzpepx/tabs_Trump_Tweets_20200424.pdf,65933,122141,4/28/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/25/2020,1/5/2020,YouGov,B-,780,rv,0.15296465,0.12348094,47,52,46.27513,51.554317,,,https://docs.cdn.yougov.com/641tfwyhcy/tabs_Trump_Tweets_20200425.pdf,65934,122143,4/28/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/26/2020,1/4/2020,YouGov,B-,1222,rv,0.253008,0.22041925,44,53,43.27513,52.554317,,,https://docs.cdn.yougov.com/4qtpeqbqm8/econTabReport.pdf,65943,122168,4/29/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/26/2020,1/4/2020,YouGov,B-,769,rv,0.15921698,0.13870901,43,54,42.27513,53.554317,,,https://docs.cdn.yougov.com/vllepp3shj/tabs_Trump_Tweets_20200426.pdf,65935,122146,4/28/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/27/2020,1/2/2020,YouGov,B-,789,rv,0.1767585,0.16527851,42,57,41.27513,56.554317,,,https://docs.cdn.yougov.com/uu97t1wa1t/tabs_Trump_Tweets_20200427.pdf,65953,122193,4/30/2020,4/30/2020 15:46
Donald Trump,Voters,4/30/2020,4/28/2020,1/2/2020,YouGov,B-,776,rv,0.19095565,0.19095565,46,53,45.27513,52.554317,,,https://docs.cdn.yougov.com/slukih3kj5/tabs_Trump_Tweets_20200428.pdf,66007,122302,4/30/2020,4/30/2020 15:46
